id,Country,Date,Measure_L1,Measure_L2,Measure_L3
AUT,Austria,2020-12-07,Social distancing,Closure of educational institutions,Closure of universities
BEL,Belgium,2020-01-29,Travel restriction,Airport restriction,Cancellation of international flights
BEL,Belgium,2020-01-29,Social distancing,Indoor and outdoor gathering restriction,Organized events
BEL,Belgium,2020-02-02,Social distancing,Measures for special populations,Return operation of nationals
BEL,Belgium,2020-02-03,Risk communication,Educate and actively communicate with the public,Direct government communication
BEL,Belgium,2020-02-09,Social distancing,Measures for special populations,Return operation of nationals
BEL,Belgium,2020-02-21,Social distancing,Measures for special populations,Return operation of nationals
BEL,Belgium,2020-02-24,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
BEL,Belgium,2020-02-26,Public Healthcare,Increase patient capacity,Emergency hospitals
BEL,Belgium,2020-03-01,Contact tracing,Tracing and tracking,Contact tracing
BEL,Belgium,2020-03-06,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
BEL,Belgium,2020-03-07,Contact tracing,Restricted testing,Triage system for tests
BEL,Belgium,2020-03-10,Risk communication,Actively communicate with managers,Guidelines for public events and meetings
BEL,Belgium,2020-03-10,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures
BEL,Belgium,2020-03-10,Social distancing,Closure of educational institutions,"Reduction of excursions, out-of-house events"
BEL,Belgium,2020-03-13,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
BEL,Belgium,2020-03-13,Social distancing,Outdoor gathering restriction,Closure of outdoor sport and leisure facilities
BEL,Belgium,2020-03-13,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
BEL,Belgium,2020-03-13,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
BEL,Belgium,2020-03-13,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
BEL,Belgium,2020-03-13,Social distancing,Indoor gathering restriction,Cultural places and events
BEL,Belgium,2020-03-13,Risk communication,Actively communicate with managers,Guidelines for educational institutions
BEL,Belgium,2020-03-13,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
BEL,Belgium,2020-03-13,Risk communication,Educate and actively communicate with the public,Use of public transport
BEL,Belgium,2020-03-16,Risk communication,Educate and actively communicate with the public,Direct government communication
BEL,Belgium,2020-03-16,Public Healthcare,Increase availability of PPE,Face masks
BEL,Belgium,2020-03-18,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
BEL,Belgium,2020-03-18,Social distancing,Indoor and outdoor gathering restriction,Complete prohibition of gathering
BEL,Belgium,2020-03-18,Travel restriction,Border restriction,Entry ban to travellers
BEL,Belgium,2020-03-18,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
BEL,Belgium,2020-03-18,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
BEL,Belgium,2020-03-18,Travel restriction,National lockdown,
BEL,Belgium,2020-03-25,Public Healthcare,Increase availability of PPE,PPE for healthcare professionals
BEL,Belgium,2020-03-26,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures
BEL,Belgium,2020-04-09,Risk communication,Educate and actively communicate with the public,Covid-19-appropriate behaviour campaign
BEL,Belgium,2020-04-10,Public Healthcare,Enhance laboratory testing capacity,Increase testing capacity (number tests)
BEL,Belgium,2020-04-15,Returning to normal life,Lift restriction on indoor gatherings,Re-opening of certain shops and businesses
BEL,Belgium,2020-04-15,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
BEL,Belgium,2020-04-15,Returning to normal life,Lift measures to protect vulnerable populations,Resume visits in establishments hosting vulnerable populations
BEL,Belgium,2020-04-15,Travel restriction,National lockdown,
BEL,Belgium,2020-05-04,Contact tracing,Tracing and tracking,Contact tracing
BEL,Belgium,2020-05-04,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans
BEL,Belgium,2020-05-04,Contact tracing,Enhance detection system,Extend test criteria
BEL,Belgium,2020-05-11,Returning to normal life,Phase out emergency management,Start of phase-out strategy plan
BEL,Belgium,2020-03-01,Contact tracing,Quarantine,Incomings from high-risk areas
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Educate and actively communicate with the public,Encourage stay at home
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Actively communicate with healthcare professionals,Health agencies and emergency healthcare
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
BIH,Bosnia and Herzegovina,2020-03-17,Risk communication,Educate and actively communicate with the public,Respiratory etiquette
BIH,Bosnia and Herzegovina,2020-03-22,Resource allocation,Receive international help,From switzerland
BIH,Bosnia and Herzegovina,2020-04-01,Risk communication,Educate and actively communicate with the public,Foster community assistance
BIH,Bosnia and Herzegovina,2020-04-01,Travel restriction,Border restriction,Land borders closed
BIH,Bosnia and Herzegovina,2020-04-14,Public Healthcare,Increase availability of PPE,Face masks
BIH,Bosnia and Herzegovina,2020-04-28,Resource allocation,Receive international help,US and NATO
BIH,Bosnia and Herzegovina,2020-04-07,Public Healthcare,Increase availability of PPE,Face masks
BIH,Bosnia and Herzegovina,2020-04-17,Public Healthcare,Increase availability of PPE,Face masks
BIH,Bosnia and Herzegovina,2020-04-21,Public Healthcare,Increase availability of PPE,Face masks
BIH,Bosnia and Herzegovina,2020-04-21,Public Healthcare,Increase availability of PPE,PPE other than face masks
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Enhance hand hygiene
BIH,Bosnia and Herzegovina,2020-04-23,Social distancing,Special measures for certain establishments,Essential shops and businesses
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Mandatory physical barrier between workers and public
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Mandatory use of gloves
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Mandatory use of masks
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Mandatory use of masks
BIH,Bosnia and Herzegovina,2020-04-23,Public Healthcare,Personal protective measures,Mandatory use of masks
BIH,Bosnia and Herzegovina,2020-04-23,Environmental measures,Environmental cleaning and disinfection,"Measure for shops, businesses and institutions"
BIH,Bosnia and Herzegovina,2020-04-29,Contact tracing,Quarantine,Incoming national citizens and/or residents
BIH,Bosnia and Herzegovina,2020-05-03,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance
BIH,Bosnia and Herzegovina,2020-05-07,Travel restriction,Individual movement restrictions,Curfew
BIH,Bosnia and Herzegovina,2020-03-12,Social distancing,Closure of educational institutions,Complete closure of all educational institutions
BIH,Bosnia and Herzegovina,2020-03-12,Social distancing,Indoor gathering restriction,Cultural places and events
BIH,Bosnia and Herzegovina,2020-03-15,Contact tracing,Quarantine,Incoming travellers from high-risk areas
BIH,Bosnia and Herzegovina,2020-03-15,Travel restriction,Border restriction,Land border controls
BIH,Bosnia and Herzegovina,2020-03-16,Resource allocation,Activate or establish emergency response,Declare state of emergency
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
BIH,Bosnia and Herzegovina,2020-03-20,Social distancing,Measures for special populations,Measures to limit contact to the elderly
BIH,Bosnia and Herzegovina,2020-03-20,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
BIH,Bosnia and Herzegovina,2020-03-21,Travel restriction,Individual movement restrictions,Curfew
BIH,Bosnia and Herzegovina,2020-03-29,Travel restriction,Individual movement restrictions,Curfew
BIH,Bosnia and Herzegovina,2020-04-22,Returning to normal life,Lift travel restriction,Lift cordon sanitaire
BIH,Bosnia and Herzegovina,2020-03-15,Travel restriction,Individual movement restrictions,Non-essential travels abroad/out-of-state forbidden
BIH,Bosnia and Herzegovina,2020-03-15,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures
BIH,Bosnia and Herzegovina,2020-03-17,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Closure of educational institutions,Complete closure of all educational institutions
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Indoor gathering restriction,Cultural places and events
BIH,Bosnia and Herzegovina,2020-03-18,Social distancing,Measures for special populations,Measures to limit contact to the elderly
BIH,Bosnia and Herzegovina,2020-03-21,Travel restriction,Individual movement restrictions,Curfew
BIH,Bosnia and Herzegovina,2020-03-21,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
BIH,Bosnia and Herzegovina,2020-03-30,Resource allocation,Activate or establish emergency response,Declare state of emergency
BIH,Bosnia and Herzegovina,2020-04-18,Social distancing,Closure of educational institutions,Restrictions on exams
